"ken","kuno","kucode","kuname","就業者数_0_総数","就業者数_A_農業，林業","就業者数_01_うち農業","就業者数_B_漁業","就業者数_C_鉱業，採石業，砂利採取業","就業者数_D_建設業","就業者数_E_製造業","就業者数_F_電気・ガス・熱供給・水道業","就業者数_G_情報通信業","就業者数_H_運輸業，郵便業","就業者数_I_卸売業，小売業","就業者数_J_金融業，保険業","就業者数_K_不動産業，物品賃貸業","就業者数_L_学術研究，専門・技術サービス業","就業者数_M_宿泊業，飲食サービス業","就業者数_N_生活関連サービス業，娯楽業","就業者数_O_教育，学習支援業","就業者数_P_医療，福祉","就業者数_Q_複合サービス事業","就業者数_R_サービス業（他に分類されないもの）","就業者数_S_公務（他に分類されるものを除く）","就業者数_T_分類不能の産業","就業者数_R1_（再掲）第1次産業","就業者数_R2_（再掲）第2次産業","就業者数_R3_（再掲）第3次産業"
18,2,1802,"福井2区",162802,4625,4397,781,58,16214,40139,3648,1489,5974,21320,2691,1323,4460,8128,4554,7207,20059,1941,9569,5377,3245,5406,56411,97740
19,1,1901,"山梨1区",244990,12514,12125,38,156,17991,49296,1209,3900,9735,36614,5276,3884,6619,13918,8642,13004,32776,2395,12710,9836,4477,12552,67443,160518
19,2,1902,"山梨2区",153588,13778,13344,62,45,11995,30238,600,1705,5496,20108,2544,1952,3078,12355,6747,6945,18137,1730,7619,6030,2424,13840,42278,95046
20,1,2001,"長野1区",255009,22721,22294,19,55,20198,36518,1357,6705,11194,37718,6674,3704,7169,13665,8223,11131,33430,3144,13869,9698,7817,22740,56771,167681
20,2,2002,"長野2区",226993,18325,17902,68,89,16792,37860,1147,3477,10173,33931,4024,3367,5705,14943,7662,10222,31765,2786,11146,7204,6307,18393,54741,147552
20,3,2003,"長野3区",230116,19717,19187,48,55,15728,52912,902,2607,7638,31925,3342,3091,5231,14888,8042,9478,30333,2964,10281,6651,4283,19765,68695,137373
20,4,2004,"長野4区",145147,8427,7895,22,47,9653,40499,667,1711,4940,19330,2038,1624,3178,9015,4961,5801,18715,1753,6748,4302,1716,8449,50199,84783
20,5,2005,"長野5区",177016,17031,16353,33,114,12892,47409,843,1113,5948,21118,2567,1261,4212,8116,5228,7077,23844,2216,7438,5131,3425,17064,60415,96112
21,1,2101,"岐阜1区",194500,2829,2731,25,33,14689,30105,1117,3760,8438,32512,5782,3464,7322,11526,7215,11524,27019,1280,12402,7126,6332,2854,44827,140487
21,2,2102,"岐阜2区",176741,5226,5102,37,183,13826,47802,515,2936,9460,25288,3981,1850,4178,7771,5482,7845,21071,1475,9474,4720,3621,5263,61811,106046
21,3,2103,"岐阜3区",241339,4953,4728,39,73,18957,62641,907,3392,11586,35373,4742,2931,6462,11464,8184,10659,29687,1832,13123,8902,5432,4992,81671,149244
21,4,2104,"岐阜4区",200222,10364,9357,85,112,17407,48898,1026,1370,8293,27063,3094,1888,4362,13517,7626,8494,24974,2549,9990,6243,2867,10449,66417,120489
21,5,2105,"岐阜5区",159926,3879,3577,8,93,11305,43972,666,1990,7940,24610,2643,1632,4265,7412,6408,7021,19309,1596,7760,4322,3095,3887,55370,97574
22,1,2201,"静岡1区",230125,4457,4198,133,35,18407,31941,1407,5994,11938,41433,6767,5132,7802,12751,7958,12037,30051,1445,15908,8042,6487,4590,50383,168665
22,2,2202,"静岡2区",234029,9675,9488,822,130,16664,66950,1098,2580,13801,33241,4298,2834,5643,9775,7056,9333,25643,2113,11741,6570,4062,10497,83744,135726
22,3,2203,"静岡3区",241849,12161,12055,382,82,14613,82231,1417,1794,14241,29344,3336,2240,5638,10172,7357,9483,23572,2353,11743,5538,4152,12543,96926,128228
22,4,2204,"静岡4区",185774,5044,4911,359,37,14728,49352,731,2400,11610,27118,3605,2240,4655,8568,6166,7815,20756,1141,11076,3838,4535,5403,64117,111719
22,5,2205,"静岡5区",262768,6367,6157,73,27,17998,67502,874,3723,15003,37349,4657,3825,8993,14703,10110,11765,29896,1780,14539,12624,960,6440,85527,169841
22,6,2206,"静岡6区",228009,6980,6701,995,42,17382,36104,1031,3790,10258,35632,4518,4489,6587,24777,9690,10131,29701,2170,14109,6513,3110,7975,53528,163396
22,7,2207,"静岡7区",197279,11718,11314,797,37,13214,59704,525,1750,8958,26002,2559,2114,4297,8764,6085,8755,23826,1922,9107,4730,2415,12515,72955,109394
22,8,2208,"静岡8区",237215,3011,2978,60,24,16532,60135,835,3695,12341,38841,5248,4605,7302,13050,8470,11738,28189,1600,11963,6186,3390,3071,76691,154063
23,1,2301,"愛知1区",223713,278,276,3,9,14396,31148,1168,11188,9996,41165,6677,7538,11882,15587,8123,9714,23577,1124,16375,6497,7268,281,45553,170611
23,2,2302,"愛知2区",226925,519,498,3,20,15128,27989,1563,8516,8849,41264,6841,7448,11865,12962,7662,15668,29651,910,14740,8299,7028,522,43137,176238
23,3,2303,"愛知3区",235818,891,881,5,8,15217,40358,1370,8417,10213,40504,6038,6683,10706,12412,7751,15763,32681,981,14039,5210,6571,896,55583,172768
23,4,2304,"愛知4区",204505,544,540,2,7,15093,37619,1296,5324,17574,35406,3778,4931,7341,11158,6804,8445,24088,983,14695,4027,5390,546,52719,145850
23,5,2305,"愛知5区",195459,854,845,7,4,15303,31636,891,7024,14185,35537,3954,4977,7191,12013,6901,7307,21633,799,14736,3783,6724,861,46943,140931
23,6,2306,"愛知6区",205092,1389,1369,8,78,15746,45817,1166,4834,12281,32276,3792,3622,7203,10027,6641,9654,25133,1158,12323,6301,5643,1397,61641,136411
23,7,2307,"愛知7区",210095,1970,1957,4,30,13661,51335,1036,5604,9242,32474,3835,4040,8510,10374,6450,11769,25854,1183,11961,5638,5125,1974,65026,137970
23,8,2308,"愛知8区",260123,5567,5559,1374,14,18410,73744,1547,3707,16733,35207,3684,3644,6152,13576,7775,9954,29085,1976,15178,6091,6705,6941,92168,154309
23,9,2309,"愛知9区",228001,7145,7136,86,5,18213,48726,968,4521,17277,36181,4095,3711,6439,11415,6597,9198,25378,1679,14015,5733,6619,7231,66944,147207
23,10,2310,"愛知10区",195072,1830,1825,10,6,13626,41940,887,4252,15235,31657,4302,3604,6466,9444,6244,7896,23901,1035,12159,4628,5950,1840,55572,131710
23,11,2311,"愛知11区",240792,3945,3743,25,46,11431,93164,586,3361,10909,26484,2814,2827,7798,11364,6870,9519,21934,1582,13902,4411,7820,3970,104641,124361
23,12,2312,"愛知12区",278089,5726,5650,770,48,17192,93521,1115,3485,12081,37445,5024,3760,8766,13086,8287,10880,27429,1711,14270,5669,7824,6496,110761,153008
23,13,2313,"愛知13区",262652,4477,4467,133,41,12289,103214,774,4659,11857,30967,3863,3288,7928,12259,6484,9765,23478,1367,13637,4972,7200,4610,115544,135298
23,14,2314,"愛知14区",186500,9293,9044,178,82,12288,58490,653,1571,7606,23709,2771,1969,4054,8963,6407,6925,20614,1959,8945,6110,3913,9471,70860,102256
23,15,2315,"愛知15区",222649,19168,19144,463,40,14829,58328,939,1959,10316,30835,3695,2738,5285,11182,7162,8862,23265,1908,11027,4269,6379,19631,73197,123442
23,16,2316,"愛知16区",229953,2329,2322,6,16,14299,61244,836,4381,19452,33658,3472,3577,6761,10874,6705,9116,23982,1273,13800,7328,6844,2335,75559,145215
24,1,2401,"三重1区",206140,5582,5321,230,38,13815,40376,1393,2698,9196,29279,5122,2884,5613,9909,6901,11479,30924,1977,12107,9767,6850,5812,54229,139249
24,2,2402,"三重2区",237858,6718,6590,152,54,14819,69329,966,2059,14773,31078,3703,2538,5003,10250,8268,9851,27492,1917,13911,6188,8789,6870,84202,137997
24,3,2403,"三重3区",241744,3408,3354,173,104,16253,67534,1376,3347,14999,34232,5056,3388,6549,11413,8360,9965,25645,1649,13874,5899,8520,3581,83891,145752
24,4,2404,"三重4区",160026,6215,5728,3977,141,11744,25758,653,1037,6356,23875,2601,1619,3286,12425,5533,7512,23647,2334,9165,6910,5238,10192,37643,106953
25,1,2501,"滋賀1区",174504,2841,2693,131,15,10970,28440,930,3507,6972,27066,4208,3318,6982,10244,6005,11415,26271,1140,10820,7736,5493,2972,39425,126614
25,2,2502,"滋賀2区",262887,7958,7761,215,91,15081,80222,866,2026,12906,34700,4126,2606,6349,12458,7027,13047,30730,2439,14079,7185,8776,8173,95394,150544
25,3,2503,"滋賀3区",229211,4777,4670,49,55,11694,65821,629,3073,11014,31185,4161,3494,6719,10720,8342,11621,27347,1532,13059,6786,7133,4826,77570,139682
26,1,2601,"京都1区",206612,1136,1061,4,7,8196,30271,614,6476,7658,36151,4770,6708,9774,18012,6905,15100,26693,795,13514,6086,7742,1140,38474,159256
26,2,2602,"京都2区",130223,852,812,2,4,6996,13870,400,3291,4704,21401,2552,4122,5838,12495,4472,12110,19952,486,8633,3038,5005,854,20870,103494
26,3,2603,"京都3区",177899,1715,1688,1,10,10825,31327,688,4450,10837,28358,3906,4303,6330,10474,5779,10256,24731,763,11839,5359,5948,1716,42162,128073
26,4,2604,"京都4区",200692,5220,4886,8,12,11853,31780,671,4095,8931,33100,4179,4855,7170,13367,7048,12066,28885,1405,12599,6158,7290,5228,43645,144529
26,5,2605,"京都5区",135605,6476,6288,670,73,11011,24738,954,560,5438,18194,2050,1320,2369,7498,3978,6825,19582,1585,7772,10185,4327,7146,35822,88310
26,6,2606,"京都6区",235396,5228,5181,7,48,13415,41075,1293,5051,13821,36923,4820,4588,7973,11114,8338,14991,32760,1516,13675,10277,8483,5235,54538,167140
27,1,2701,"大阪1区",209327,127,103,12,3,9788,24877,750,12331,9667,38071,6335,8363,12303,15689,7848,8606,24068,575,15550,4462,9902,139,34668,164618
27,2,2702,"大阪2区",208635,323,317,7,3,13312,33968,680,5774,10337,35183,4387,6801,7184,12890,6857,9557,31460,887,15074,3917,10034,330,47283,150988
27,3,2703,"大阪3区",158088,203,193,6,6,10841,19079,632,4328,13398,27570,2897,4722,4796,10661,5296,5700,22162,645,13772,2614,8760,209,29926,119193
27,4,2704,"大阪4区",205162,138,119,5,12,10572,25797,826,13398,8832,34435,5982,7437,12042,14610,7008,8958,24460,640,16069,5071,8870,143,36381,159768
27,5,2705,"大阪5区",210981,207,202,25,10,14565,31124,784,10687,13627,35913,4583,6327,8805,13842,7908,7041,23714,732,18246,2874,9967,232,45699,155083
27,6,2706,"大阪6区",192486,354,350,2,3,15930,30928,583,6862,13442,30821,3693,5347,6390,11103,6148,6948,24350,679,16005,3473,9425,356,46861,135844
27,7,2707,"大阪7区",206566,399,388,6,7,12991,26703,846,9093,12932,36922,6796,7307,9838,10562,6518,12109,25528,813,15344,4650,7202,405,39701,159258
27,8,2708,"大阪8区",218655,855,849,5,14,12776,27954,1052,8645,10896,36843,7262,8379,10478,12793,7322,14229,29559,669,15830,5488,7606,860,40744,169445
27,9,2709,"大阪9区",193089,1703,1675,1,15,11413,24125,846,6338,13226,33240,5041,6319,8869,9973,6055,13882,27165,712,12651,5172,6343,1704,35553,149489
27,10,2710,"大阪10区",160993,813,784,7,12,9459,23646,1001,5345,10908,26136,4281,4390,6397,7619,5029,9349,24451,790,11155,4025,6180,820,33117,120876
27,11,2711,"大阪11区",193704,1068,1059,4,10,11587,30296,934,6096,11172,30769,4763,5085,7146,9689,6543,11386,29445,913,12825,7019,6954,1072,41893,143785
27,12,2712,"大阪12区",171302,568,565,9,4,14455,28177,652,4521,13008,27013,3234,4441,4912,9557,5703,7063,22722,735,12573,4384,7571,577,42636,120518
27,13,2713,"大阪13区",192042,518,515,7,1,12658,40671,600,4620,13509,32959,3411,5494,4944,10398,5781,7113,23981,917,12398,3041,9021,525,53330,129166
27,14,2714,"大阪14区",217257,1757,1743,13,7,14728,42767,892,4414,12014,35570,4184,5646,6140,11101,6844,10127,30993,1103,13469,6317,9171,1770,57502,148814
27,15,2715,"大阪15区",189892,2417,2377,3,1,13574,30407,849,3662,10340,30576,3598,4446,5441,9459,6270,10427,30924,1245,12048,6412,7793,2420,43982,135697
27,16,2716,"大阪16区",169316,483,481,18,4,11236,25257,908,4586,9856,27911,4163,4759,5807,9122,5333,9229,24747,819,11728,6434,6916,501,36497,125402
27,17,2717,"大阪17区",162181,935,931,22,2,12412,23847,783,3366,11170,26754,3271,4152,4801,8607,5591,8325,25938,894,10797,3784,6730,957,36261,118233
27,18,2718,"大阪18区",218618,1845,1831,184,7,15855,33281,1126,3935,18285,35723,4553,5345,5746,10469,7334,10601,32346,1296,14527,7401,8759,2029,49143,158687
27,19,2719,"大阪19区",157100,2390,2377,368,5,10670,24317,909,2394,14295,24515,2828,3033,3620,8346,5477,7151,22667,1106,10445,6796,5768,2758,34992,113582
28,1,2801,"兵庫1区",207519,289,276,12,11,9231,24602,884,7649,12984,34462,5783,7329,11043,13295,7014,13802,29248,570,14707,6590,8014,301,33844,165360
28,2,2802,"兵庫2区",192646,1569,1548,95,7,11662,23672,884,4703,14988,31571,3499,4625,6822,13211,7281,9459,28874,1107,14723,5429,8465,1664,35341,147176
28,3,2803,"兵庫3区",149917,413,400,146,4,8039,20262,614,3608,10299,25332,3386,4096,6151,8035,4774,9156,23523,680,10781,5023,5595,559,28305,115458
28,4,2804,"兵庫4区",229866,6857,6736,20,31,12949,56703,805,2688,13560,32566,3505,3442,6420,9729,8249,12318,30711,1883,12180,7365,7885,6877,69683,145421
28,5,2805,"兵庫5区",212377,10879,10397,672,67,14000,39797,1149,3029,9030,31232,3755,2827,5873,12007,7483,12144,30230,2721,12403,7993,5086,11551,53864,141876
28,6,2806,"兵庫6区",218782,1692,1684,4,13,12701,31465,1035,7194,11151,35767,5607,6712,9209,11214,8030,13099,31026,832,14636,9532,7863,1696,44179,165044
28,7,2807,"兵庫7区",227226,622,605,12,8,11243,27873,1637,8918,12276,38584,8435,9111,11723,11453,7778,15540,32239,735,15144,6511,7384,634,39124,180084
28,8,2808,"兵庫8区",185592,536,531,7,11,13817,30977,691,6134,12139,30180,4128,5329,6639,10280,6734,7363,24393,656,14416,3595,7567,543,44805,132677
28,9,2809,"兵庫9区",188780,9124,9097,2167,12,10131,34001,835,3184,9115,28809,3864,3298,5917,10652,5970,8535,26713,1905,10997,6413,7138,11291,44144,126207
28,10,2810,"兵庫10区",184388,1686,1678,98,25,12842,45960,957,2608,9645,27018,2995,2855,6673,8723,6018,8066,23509,1442,10662,5888,6718,1784,58827,117059
28,11,2811,"兵庫11区",225948,1422,1372,92,60,19029,50253,1558,2895,11643,36339,4579,4229,7318,11679,7441,10404,29505,1459,13465,5805,6773,1514,69342,148319
28,12,2812,"兵庫12区",154413,4297,3957,824,65,12060,40105,890,985,7626,20659,2167,1452,3649,6842,4757,7697,21678,1842,8589,4815,3414,5121,52230,93648
29,1,2901,"奈良1区",196086,2180,2084,2,4,10015,23482,1066,6046,7362,34068,6449,6197,9209,11572,7070,14826,29283,1205,12240,8237,5573,2182,33501,154830
29,2,2902,"奈良2区",197449,4502,4446,58,9,10933,34754,976,3994,9625,31806,4481,3718,5622,9778,6586,11663,30058,1497,13680,7225,6484,4560,45696,140709
29,3,2903,"奈良3区",179978,6834,6172,13,27,12333,31155,949,2479,7820,28823,3604,2875,4592,8689,6004,9088,27347,2070,11828,7392,6056,6847,43515,123560
30,1,3001,"和歌山1区",211580,8080,8020,218,24,15328,32248,1157,2643,12235,32410,4961,3424,5574,10763,6754,11063,33383,1596,12604,9060,8055,8298,47600,147627
30,2,3002,"和歌山2区",217200,24837,23895,1638,32,16553,27830,1212,1541,7753,30556,3477,2053,3829,12486,7008,10683,33801,3652,12210,9697,6352,26475,44415,139958
31,1,3101,"鳥取1区",133629,8511,7986,406,21,10290,18136,688,1865,4317,18934,3420,1502,3323,6802,4140,7998,21812,1326,8328,7146,4664,8917,28447,91601
31,2,3102,"鳥取2区",135724,11213,10914,583,29,10328,17973,612,1329,6711,20106,2537,1586,3181,7021,4290,6915,22095,1587,7530,6906,3192,11796,28330,92406
32,1,3201,"島根1区",153589,8150,7570,1362,81,13208,18522,1292,2323,5464,21789,3593,2091,4035,8336,4771,8600,24987,2001,10588,8298,4098,9512,31811,108168
32,2,3202,"島根2区",179003,10922,10109,1006,149,16236,27897,1117,1223,6350,25133,2682,1738,4462,8021,5366,9576,31628,3011,10085,7567,4834,11928,44282,117959
33,1,3301,"岡山1区",189164,6354,6259,235,44,12545,26032,751,4400,9378,30211,4828,4097,6157,10745,6009,12748,29804,1311,11498,7582,4435,6589,38621,139519
33,2,3302,"岡山2区",230758,6408,6366,410,24,18862,38697,925,4143,14776,38146,4880,4133,6495,9634,7312,12094,34268,1626,14188,6586,7151,6818,57583,159206
33,3,3303,"岡山3区",232697,18312,17240,252,238,16592,51036,968,1516,11453,31140,3263,1869,4109,9174,6514,11329,33875,3317,11409,8531,7800,18564,67866,138467
33,4,3304,"岡山4区",215140,3556,3533,172,45,18937,44102,1077,2505,14553,32517,3857,3363,5277,10081,6632,10416,32037,1263,12203,4885,7662,3728,63084,140666
34,1,3401,"広島1区",237259,625,567,353,7,16625,30156,2350,7465,12208,39724,6847,7249,10473,14465,7949,12132,33568,1440,16689,10147,6787,978,46788,182706
34,2,3402,"広島2区",223359,1853,1756,734,7,17733,30850,1333,5930,13294,41693,4955,5699,8216,11588,7664,10940,30880,1517,14739,7143,6591,2587,48590,165591
34,3,3403,"広島3区",240852,6033,5732,58,29,21043,37650,1381,5135,14244,40159,4765,5251,7189,10905,7764,12880,33291,2143,15236,8172,7524,6091,58722,168515
34,4,3404,"広島4区",228689,6384,6268,1880,41,13828,50750,1295,2062,12315,30380,3196,2954,5620,10243,6517,12769,31950,1968,12785,15198,6554,8264,64619,149252
34,5,3405,"広島5区",176029,14391,13838,212,62,12149,37724,652,828,7959,24135,2219,1689,3648,7824,5106,7314,28014,2498,9478,5543,4584,14603,49935,106907
34,6,3406,"広島6区",212140,2894,2833,165,29,16906,47555,719,2052,12146,34894,3777,3062,5645,9826,6865,9904,29801,1623,11590,4534,8153,3059,64490,136438
35,1,3501,"山口1区",221642,6306,5986,469,84,18741,34210,1377,2724,11420,34921,4201,3121,5838,11275,7234,12671,36567,1862,12890,12038,3693,6775,53035,158139
35,2,3502,"山口2区",202126,6177,5908,728,67,20291,38976,1246,1763,10063,29062,3304,2616,4632,8910,6580,9058,30703,2176,12920,8303,4551,6905,59334,131336
35,3,3503,"山口3区",196934,9840,9466,1745,297,15735,31391,1091,1599,10819,29947,4141,2685,3813,10900,6879,9196,32496,2348,10890,7497,3625,11585,47423,134301
36,1,3601,"徳島1区",191698,11452,11030,1448,53,14210,26091,1205,2397,6859,28708,4857,2957,5206,9450,5701,10924,32771,1972,10906,9231,5300,12900,40354,133144
36,2,3602,"徳島2区",136588,11099,10760,449,73,10849,23254,491,1051,5709,18605,2331,1509,2829,6014,4153,6511,23126,1619,7256,5950,3710,11548,34176,87154
37,1,3701,"香川1区",171269,3430,3359,489,61,13070,18624,1809,4184,8385,30439,5365,3972,5683,9956,5778,9556,24603,1838,10756,8219,5052,3919,31755,130543
37,2,3702,"香川2区",138500,7411,7317,613,72,11168,25166,685,1511,7656,21167,2617,1850,3508,6046,4239,6688,20552,1713,7405,4649,3784,8024,36406,90286
37,3,3703,"香川3区",133427,8475,8412,374,44,9388,30357,588,858,6835,18046,2154,1343,2821,6131,3951,6277,18129,1453,6326,5530,4347,8849,39789,80442
38,1,3801,"愛媛1区",213929,5653,5504,211,10,15664,20819,898,5325,9759,36306,7040,4452,7095,12901,7917,11946,35337,2098,15438,8097,6963,5864,36493,164609
38,2,3802,"愛媛2区",214370,8536,8335,779,122,17520,53037,1162,1133,12159,29428,3650,2178,5425,9059,6247,8789,31478,2425,10389,5969,4885,9315,70679,129491
38,3,3803,"愛媛3区",173003,21670,20697,4017,42,13977,19037,1053,1080,7687,24301,2679,1441,3341,7317,5288,7972,29322,3219,8789,7323,3448,25687,33056,110812
39,1,3901,"高知1区",164199,14397,13192,949,83,12069,13006,732,2299,5903,25776,3785,2530,4589,9247,5363,9248,29405,2342,8375,9015,5086,15346,25158,118609
39,2,3902,"高知2区",144366,13998,12812,2168,260,12987,12401,675,1282,5086,20904,2621,1449,3198,7997,4725,7416,25748,2511,7746,6793,4401,16166,25648,98151
40,1,4001,"福岡1区",242893,635,618,107,16,15596,18012,1569,12075,20051,46981,6703,7784,10399,16236,8263,10737,30009,841,20903,7030,8946,742,33624,199581
40,2,4002,"福岡2区",247151,545,521,61,8,16404,11755,1924,14198,9657,44736,9587,10196,14985,17814,10197,13628,34276,1047,21355,6504,8274,606,28167,210104
40,3,4003,"福岡3区",242425,5349,5267,627,32,20246,13396,1608,10602,10324,43432,7734,7531,10039,14790,8815,15613,36398,1696,19555,6518,8120,5976,33674,194655
40,4,4004,"福岡4区",217288,3043,2987,423,20,16886,26778,905,5333,21279,38785,3985,4650,5884,10525,7052,10571,29619,1396,15165,8407,6582,3466,43684,163556
40,5,4005,"福岡5区",236474,5742,5598,23,23,22085,20231,1316,6417,14450,43461,5554,6034,8285,12251,7896,11991,32090,1699,17976,10873,8077,5765,42339,180293
40,6,4006,"福岡6区",209152,12752,12620,213,10,13795,28382,849,2273,11840,33230,4481,3294,5264,10671,6753,9941,35112,1835,12092,9346,7019,12965,42187,146981
40,7,4007,"福岡7区",154953,12540,12341,1106,20,12864,23788,586,905,7653,23002,2219,1555,2719,6867,4847,6547,26607,1793,8669,4847,5819,13646,36672,98816
40,8,4008,"福岡8区",173692,4163,4064,87,79,15638,28972,656,1700,9161,26165,2532,2222,3560,7695,6642,7727,32357,1297,10742,7595,4702,4250,44689,120051
40,9,4009,"福岡9区",193156,1226,1217,119,41,18009,32044,951,3255,9838,29472,3337,3706,6059,9689,6228,10242,33043,1130,13679,5363,5725,1345,50094,135992
40,10,4010,"福岡10区",206854,1172,1122,234,139,16862,25942,931,3639,15444,34397,4355,4390,5777,11639,6794,8936,34881,884,15505,6871,8062,1406,42943,154443
40,11,4011,"福岡11区",129096,4228,4089,194,163,10220,27610,589,699,6917,16912,1521,1039,2036,5214,4073,5160,24636,1204,7516,6010,3155,4422,37993,83526
41,1,4101,"佐賀1区",195425,7850,7697,1295,15,13526,28280,1054,2908,10858,29183,4689,2599,4898,9741,6657,11096,30949,1926,11735,10832,5334,9145,41821,139125
41,2,4102,"佐賀2区",204839,18743,18495,1729,120,19293,32674,1601,1321,7845,27931,3058,1621,3680,10290,6955,9340,34054,2832,10846,7258,3648,20472,52087,128632
42,1,4201,"長崎1区",184533,2207,2122,804,40,14337,16626,993,3330,8457,29499,6755,3691,7302,12042,6507,9691,35621,1218,12711,7423,5279,3011,31003,145240
42,2,4202,"長崎2区",231650,19329,18985,3594,99,19284,25108,1110,1678,9427,33313,4084,2501,4607,11538,7346,12455,42825,3228,12054,12980,5090,22923,44491,159146
42,3,4203,"長崎3区",201524,9822,9606,5046,116,17414,23339,1323,1257,8745,28868,3427,2075,3642,11423,7108,9658,33246,2455,13327,15117,4116,14868,40869,141671
43,1,4301,"熊本1区",239178,4900,4757,37,11,17313,21637,1074,5214,7975,38335,6955,6203,9183,14827,8809,15258,40728,2260,16541,14269,7649,4937,38961,187631
43,2,4302,"熊本2区",175557,13772,13624,828,73,14058,22659,703,2182,7400,27286,3237,2640,3892,8339,6188,7957,30773,1930,10602,6304,4734,14600,36790,119433
43,3,4303,"熊本3区",185112,22308,21544,57,75,15893,32385,515,1643,6854,23272,2272,1962,3787,9765,6247,7283,29302,2578,9386,7347,2181,22365,48353,112213
43,4,4304,"熊本4区",219412,26993,25650,2873,171,19385,26305,940,869,9737,31653,2824,1780,3626,9295,7397,9052,41140,3327,11158,8776,2111,29866,45861,141574
44,1,4401,"大分1区",216808,3208,3061,106,65,21090,25382,1347,4694,10155,35999,6268,4405,7448,11996,7421,11754,35432,1520,14726,8856,4936,3314,46537,162021
44,2,4402,"大分2区",143254,16261,14974,1724,518,12975,18231,567,738,5811,19302,1759,1297,2860,8043,4691,6116,24215,1969,7446,7310,1421,17985,31724,92124
44,3,4403,"大分3区",160260,9669,9420,949,18,11210,28247,570,1238,6037,21646,2344,1998,3348,9894,5440,7716,28590,1675,9067,7126,3478,10618,39475,106689
45,1,4501,"宮崎1区",193402,10687,10252,303,31,14525,15775,1126,4397,7449,31060,5312,3441,6401,11517,6966,12414,32870,1467,12728,9519,5414,10990,30331,146667
45,2,4502,"宮崎2区",154209,18266,16236,1496,49,14846,23406,660,1129,5447,20310,2179,1558,2788,6866,4991,6321,24177,2392,8214,6874,2240,19762,38301,93906
45,3,4503,"宮崎3区",150981,17648,16480,775,39,12326,20550,506,914,6754,21346,2232,1356,2916,6634,5042,6755,26152,2360,7630,7026,2020,18423,32915,97623
46,1,4601,"鹿児島1区",192910,2191,2060,196,26,15095,10288,1165,4116,8648,34140,6105,4228,6906,12899,7468,12426,38450,1405,13173,8518,5467,2387,25409,159647
46,2,4602,"鹿児島2区",188334,17195,16909,1092,140,16054,15277,955,1658,8641,30813,2852,2186,3757,10731,6299,9739,35986,3180,9670,9422,2687,18287,31471,135889
46,3,4603,"鹿児島3区",176794,13991,13283,1571,273,15184,29015,1321,886,7386,23695,2296,1688,3117,8304,6255,8640,31817,2537,8810,8316,1692,15562,44472,115068
46,4,4604,"鹿児島4区",180305,23505,22698,1723,94,13935,23412,766,801,7058,23199,2142,1671,3588,9705,5707,8524,29561,2864,9105,9753,3192,25228,37441,114444
47,1,4701,"沖縄1区",132057,1664,1642,393,28,7957,5272,700,5096,6895,19759,4164,4400,5436,11078,4633,7737,17830,1127,12365,10312,5211,2057,13257,111532
47,2,4702,"沖縄2区",141282,1301,1291,166,34,13469,6679,851,3995,5862,22245,2779,3419,5061,10061,5559,9318,22520,950,13730,6738,6545,1467,20182,113088
47,3,4703,"沖縄3区",146008,7257,7170,923,143,15895,6852,846,2298,4467,18426,1673,2341,3558,13877,5843,8577,24595,1196,13265,7512,6464,8180,22890,108474
47,4,4704,"沖縄4区",158072,10727,10678,836,84,14701,8239,699,2986,8370,21225,2424,3285,4445,11661,5972,8346,25585,1651,10445,11238,5153,11563,23024,118332
